Mod:Item:MetaData, Localized Name
tconstruct:fletching:0, Amphithere Feather Fletching
tconstruct:fletching:0, Nickel Fletching
tconstruct:fletching:0, Invar Fletching
tconstruct:bolt_core:0, Naga Scale-Iron Bolt Core
tconstruct:bolt_core:0, Steeleaf-Iron Bolt Core
tconstruct:bolt_core:0, Fiery-Iron Bolt Core
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:bolt_core:0, Dragon Bone-Iron Bolt Core
tconstruct:bolt_core:0, Treated Wood-Iron Bolt Core
tconstruct:bolt_core:0, TNT-Iron Bolt Core
tconstruct:bolt_core:0, Amber-Iron Bolt Core
tconstruct:bolt_core:0, Livingwood-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Fletching Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Battery Cell Cast
tconstruct:cast:0, Pipe Piece Cast
tconstruct:cast:0, Arrow Shaft Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Bowstring Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Fletching Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Battery Cell Clay Cast
tconstruct:clay_cast:0, Pipe Piece Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Bowstring Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
erebus:erebus_food:0, Beetle Larva
erebus:erebus_food:1, Cooked Beetle Larva
erebus:erebus_food:2, Grasshopper Leg
erebus:erebus_food:3, Cooked Grasshopper Leg
erebus:erebus_food:4, Tarantula Leg
erebus:erebus_food:5, Crispy Tarantula Leg
erebus:erebus_food:6, Bamboo Soup
erebus:erebus_food:7, Melonade
erebus:erebus_food:8, Sparkly Melonade
erebus:erebus_food:9, Larvae-on-a-Stick
erebus:erebus_food:10, Honey Sandwich
erebus:erebus_food:11, Dark Fruit
erebus:erebus_food:12, Raw Titan Chop
erebus:erebus_food:13, Cooked Titan Chop
erebus:erebus_food:14, Swampberries
erebus:erebus_food:15, Cabbage
erebus:erebus_food:16, Cooked Titan Stew
erebus:erebus_food:17, Raw Prickly Pear
erebus:erebus_food:18, Cooked Prickly Pear
erebus:erebus_food:19, Dark Fruit Pie
erebus:heart_berries, Heartberries
erebus:life_blood, Life Blood
erebus:turnip, Turnips
erebus:cabbage_seeds, Cabbage Seeds
erebus:mandrake_root, Mandrake Root
erebus:stag_heart_raw, Heart of the Stag
erebus:stag_heart_cooked, Roasted Heart of the Stag
erebus:smoothie:0, Green Tea Grasshopper Smoothie
erebus:smoothie:1, Money Honey Smoothie
erebus:smoothie:2, Nothing In The Middle Smoothie
erebus:smoothie:3, Green Giant Smoothie
erebus:smoothie:4, Seedy Goodness Smoothie
erebus:smoothie:5, Givin' Me The Blues Smoothie
erebus:smoothie:6, Hot Hot Baby Smoothie
erebus:smoothie:7, Don't Meddle With The Nettle Smoothie
erebus:smoothie:8, Liquid Gold Smoothie
erebus:smoothie:9, Bryuf's Brew Smoothie
erebus:idols:0, Mud Scarab
erebus:idols:1, Iron Scarab
erebus:idols:2, Gold Scarab
erebus:idols:3, Jade Scarab
erebus:idols:4, Spawn Mud Umbergolem
erebus:idols:5, Spawn Iron Umbergolem
erebus:idols:6, Spawn Gold Umbergolem
erebus:idols:7, Spawn Jade Umbergolem
erebus:jade_helmet, Jade Helmet
erebus:jade_chestplate, Jade Chestplate
erebus:jade_leggings, Jade Leggings
erebus:jade_boots, Jade Boots
erebus:jade_sword, Jade Sword
erebus:jade_pickaxe, Jade Pickaxe
erebus:jade_axe, Jade Axe
erebus:jade_shovel, Jade Shovel
erebus:jade_paxel, Jade Paxel
erebus:jade_hoe, Jade Hoe
erebus:exoskeleton_helmet, Exoskeleton Helmet
erebus:exoskeleton_chestplate, Exoskeleton Chestplate
erebus:exoskeleton_leggings, Exoskeleton Leggings
erebus:exoskeleton_boots, Exoskeleton Boots
erebus:rein_exoskeleton_helmet, Reinforced Exoskeleton Helmet
erebus:rein_exoskeleton_chestplate, Reinforced Exoskeleton Chestplate
erebus:rein_exoskeleton_leggings, Reinforced Exoskeleton Leggings
erebus:rein_exoskeleton_boots, Reinforced Exoskeleton Boots
erebus:rhino_exoskeleton_helmet, Rhino Plate Helmet
erebus:rhino_exoskeleton_chestplate, Rhino Plate Chestplate
erebus:rhino_exoskeleton_leggings, Rhino Plate Leggings
erebus:rhino_exoskeleton_boots, Rhino Plate Boots
erebus:bamboo_helmet, Bamboo Helmet
erebus:bamboo_chestplate, Bamboo Chestplate
erebus:bamboo_leggings, Bamboo Leggings
erebus:bamboo_boots, Bamboo Boots
erebus:bambucket, Bambucket
erebus:rein_compound_goggles, Reinforced Compound Goggles
erebus:compound_goggles, Compound Goggles
erebus:sprint_leggings, Sprint Leggings
erebus:jump_boots, Jump Boots
erebus:glider_chestplate, Glider Chestplate
erebus:glider_chestplate_powered, Powered Glider Chestplate
erebus:mushroom_helmet, Mush Helm
erebus:spider_t_shirt, Tarantula Boss Trophy
erebus:water_striders, Water Striders
erebus:bamboo_shield, Bamboo Shield
erebus:exoskeleton_shield, Exoskeleton Shield
erebus:jade_shield, Jade Shield
erebus:rein_exoskeleton_shield, Reinforced Exoskeleton Shield
erebus:rhino_exoskeleton_shield, Rhino Plate Shield
erebus:rolled_newspaper, Rolled-up Newspaper
erebus:wasp_sword, Wasp Sword
erebus:wasp_dagger, Wasp Dagger
erebus:enhanced_scorpion_pincer, Augmented Scorpion Pincer
erebus:war_hammer, Quake Hammer
erebus:web_slinger, Web Slinger
erebus:web_slinger_wither, Wither Web Slinger
erebus:max_speed_bow, Maximum Speed Bow
erebus:nectar_collector, Nectar Collector
erebus:ant_taming_amulet, Ant Taming Amulet
erebus:bee_taming_amulet, Bee Taming Amulet
erebus:woodlouse_ball, Woodlouse Ball
erebus:wand_of_animation, Wand of Animation
erebus:anti_venom_bottle, Bottle of Anti-Venom
erebus:flower_seed:0, Black Flower Seeds
erebus:flower_seed:1, Red Flower Seeds
erebus:flower_seed:2, Brown Flower Seeds
erebus:flower_seed:3, Blue Flower Seeds
erebus:flower_seed:4, Purple Flower Seeds
erebus:flower_seed:5, Cyan Flower Seeds
erebus:flower_seed:6, Light Gray Flower Seeds
erebus:flower_seed:7, Gray Flower Seeds
erebus:flower_seed:8, Pink Flower Seeds
erebus:flower_seed:9, Yellow Flower Seeds
erebus:flower_seed:10, Light Blue Flower Seeds
erebus:flower_seed:11, Magenta Flower Seeds
erebus:flower_seed:12, Orange Flower Seeds
erebus:flower_seed:13, White Flower Seeds
erebus:flower_seed:14, Rainbow Flower Seeds
erebus:death_compass, Death Compass
erebus:spray_can, Insect Repellent
erebus:whetstone:0, Whetstone
erebus:whetstone:1, Whetstone
erebus:whetstone:2, Whetstone
erebus:whetstone:3, Whetstone
erebus:whetstone:4, Whetstone
erebus:whetstone:5, Whetstone
erebus:portal_activator, Staff of Gaea
erebus:homing_beecon, Homing Beecon
erebus:homing_beecon_advanced, Advanced Homing Beecon
erebus:wand_of_preservation, Wand of Preservation
erebus:compost, Compost
erebus:planticide, Planticide
erebus:smoothie_book, Smoothie-matic 2000
erebus:horn_of_summoning, Horn of Bee Summoning
erebus:erebus_map, Empty Papyrus Map (N.Y.I)
erebus:erebus_map_filled:0, Papyrus Map (N.Y.I)
erebus:umberstone:0, Umberstone
erebus:umberstone:1, Umbercobble
erebus:umberstone:2, Mossy Umbercobble
erebus:umberstone:3, Webbed Umbercobble
erebus:umberstone:4, Umberbricks
erebus:umberstone:5, Smooth Umbertile
erebus:umberstone:6, Small Umbertiles
erebus:planks:0, Baobab Planks
erebus:planks:1, Eucalyptus Planks
erebus:planks:2, Mahogany Planks
erebus:planks:3, Mossbark Planks
erebus:planks:4, Asper Planks
erebus:planks:5, Cypress Planks
erebus:planks:6, Balsam Planks
erebus:planks:7, White Planks
erebus:planks:8, Bamboo Planks
erebus:planks:9, Rotten Planks
erebus:planks:10, Marshwood Planks
erebus:planks:11, Scorched Planks
erebus:planks:12, Varnished Planks
erebus:portal, Erebus Portal Block
erebus:gaean_keystone, Gaean Keystone
erebus:umbergravel, Umberpebbles
erebus:umberpaver:0, Umberpaver
erebus:umberpaver:1, Mossy Umberpaver
erebus:umberpaver:2, Webbed Umberpaver
erebus:umberstone_pillar, Umberpillar
erebus:petrified_wood_rock, Petrified Wood Rock
erebus:petrified_wood_rock_2, Petrified Wood Rock
erebus:petrified_wood_rock_3, Petrified Wood Rock
erebus:petrified_wood_rock_4, Petrified Wood Rock
erebus:petrified_wood_rock_5, Petrified Wood Rock
erebus:petrified_wood_rock_6, Petrified Wood Rock
erebus:petrified_bark_red, Red Petrified Bark 
